cleaned_content,sentiment
amazing app deepseek ai exceeded expectation feature intuitive result impressive star well deserves,2
one two chat say server busytry laterthat real problem,0
server busy please try later message getting time not information,0
unbelievable app really insane,2
absolutely best,2
not useful,0
good app,2
pls share code signin,1
deepseek best compared chai gpt,2
great,2
grate app thanks making,2
literally good,2
program nice everything correct late answering also sometimes make mistake late answering want cancel answer not cancel hope develop,1
best best free tool ever happened history,2
incredible especially data analysis,2
good app way better chat gpt,2
real slow tge server often busy,0
keep repeating answer loading long,0
used chat gpt copilot gemini deepseek give best result shortest possible time thinking process also excellent thinking china advanced chip could else would better u,2
best app searching free alsoo,2
amazing app,2
best part model opensource unlike openai,2
good describe information well,2
slow,0
really good ai assistance developer fix bug server issue,2
best ai assistant far,2
everything app user dream,2
greatest yet,2
need lot improvement,1
intelligent nothing say much use beautiful creation,2
fine app need feature like pinning important chat making pdf chat ai also need improvement like enhanced image analysis voice option first increase server capacity freezed since morning today,1
thank deepseek help exam preparation money thanks chinese take inecative,2
happy deepseek ai free nowit amazing news big deal everyone really grateful deepseek ai already helpful knowing people use without cost make u smile thank making possible great step forward not wait see help even people seriously awesome,2
good ai first test best openai v b,2
wow,1
useful ai app,2
coding assistance advance chatgpt anyone learn coding machine learning ai,2
always server busy,0
response sometimes slow wifi fast,1
fast highly interactive importantlyi like free cost feature amazing technology lastly expect,2
great could please incorporate microphone option would enable accept spoken command making even convenient userfriendly,2
quality free middle finger sam atman,1
good fast result,2
buggy program,1
ai llm amazing search web free asked negative consequence red bull hyperbolic wow hyperbolic point good past first question server busy,2
tried three time install time different email address google say email invalid clearly not gave uninstalled,0
literally best better chat gpt,2
good better gemini chatgpt,2
helpful nice,2
not comfortable use showing not working yet,0
deep seek good waiting long time get response always telling thing server busy try later,0
fun application,2
amazing wondering dump trillion using could make huge impact,2
server busy please try later bahut slow chal raha hai,0
